,year,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
299,2015-16,Cologne,0,46.4,15,3,11,1,75.5,0,2,2,77.8,48.5,2,15,10,2,0,Hertha,1,53.6,10,3,3,4,77.6,1,8,1,85.7,51.5,3,10,15,2,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,T Horn,D Maroh,M Mavraj,D Heintz,M Risse,M Lehmann,J Hector,F Mladenovic,L Bittencourt,Y Gerhardt,A Modeste,R Jarstein,P Pekarík,N Stark,J Brooks,M Plattenhardt,M Weiser,F Lustenberger,P Skjelbred,G Haraguchi,S Kalou,V Ibisevic
300,2015-16,Hannover,0,49.7,16,6,5,5,74.4,0,5,3,75,54.9,5,12,15,2,0,FC Augsburg,1,50.3,11,6,4,1,78.2,1,2,1,82.4,45.1,6,15,12,2,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Zieler,H Sakai,C Gülselam,G Milosevic,M Albornoz,A Hoffmann,U Bech,S Sané,E Prib,K Karaman,A Sobiech,M Hitz,P Verhaegh,J Gouweleeuw,R Klavan,P Max,M Feulner,D Kohr,A Esswein,J Koo,Caiuby ,A Finnbogason
301,2015-16,Schalke,1,44,15,5,9,1,75.6,1,4,3,82.4,73.2,8,16,14,3,0,Stuttgart,1,56,19,8,6,5,79.5,0,13,1,66.7,26.8,4,16,15,1,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,S Kolasinac,J Geis,L Goretzka,A Schöpf,Y Belhanda,M Choupo-Moting,K Huntelaar,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,D Didavi,C Gentner,F Kostic,T Werner
302,2015-16,Bay Munich,3,80.8,37,13,12,12,90.3,2,18,5,60,63.9,4,10,11,2,0,Darmstadt,1,19.2,6,5,1,0,59.3,1,0,0,70.8,36.1,10,13,10,0,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,M Neuer,Rafinha ,J Kimmich,S Tasci,D Alaba,A Vidal,K Coman,T Müller,A Robben,D Costa,R Lewandowski,C Mathenia,G Garics,L Caldirola,S Rajkovic,J Díaz,S Sirigu,F Jungwirth,F Holland,T Kempe,M Vrancic,S Wagner
303,2015-16,Ingolstadt,2,44.2,9,4,3,2,57.4,1,0,1,66.7,59.3,2,15,22,2,0,W Bremen,0,55.8,12,2,9,1,63.7,1,4,5,63.6,40.7,2,23,14,2,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,A Cohen,M Hartmann,D Lezcano,M Leckie,F Wiedwald,T Gebre Selassie,A Gálvez,P Djilobodji,S García,J Vestergaard,L Öztunali,L Fröde,C Pizarro,F Grillitsch,A Ujah
304,2015-16,Hertha,1,48.3,9,5,2,2,77.4,0,3,1,61.5,47.1,5,17,16,3,0,Wolfsburg,1,51.7,13,6,4,3,82,0,5,0,90,52.9,3,16,17,2,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,R Jarstein,M Weiser,S Langkamp,J Brooks,M Plattenhardt,G Haraguchi,P Skjelbred,F Lustenberger,S Kalou,V Darida,V Ibisevic,K Casteels,Vieirinha ,Naldo                            (c),Dante ,R Rodríguez,J Draxler,C Träsch,Luiz Gustavo ,M Schäfer,M Arnold,M Kruse
305,2015-16,Hoffenheim,3,47.5,13,4,6,3,78.2,3,6,2,71.4,45,3,8,14,1,0,Mainz,2,52.5,13,6,5,2,81.5,1,2,4,80,55,1,14,8,2,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,O Baumann,P Kaderábek,F Schär,N Süle,P Ochs,N Amiri,T Strobl,S Rudy,M Uth,E Vargas,K Volland,L Karius,D Brosinski,L Balogun,A Hack,G Bussmann,J Baumgartlinger,D Latza,C Clemens,Y Malli,Jairo ,J Córdoba
306,2015-16,M'gladbach,1,58.7,16,5,6,5,80,0,4,2,93.3,54.2,6,18,19,2,0,Cologne,0,41.3,12,6,5,1,73.3,0,4,2,57.9,45.8,4,21,18,3,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,Y Sommer,N Elvedi,A Christensen,H Nordtveit,O Wendt,T Hazard,M Dahoud,G Xhaka,F Johnson,L Stindl,Raffael ,T Horn,P Olkowski,D Maroh,D Heintz,F Mladenovic,M Lehmann,J Hector,Y Osako,Y Gerhardt,L Bittencourt,A Modeste
307,2015-16,Frankfurt,0,47.6,8,2,4,2,73.8,0,3,3,65,60.3,1,12,20,2,0,Hamburg,0,52.4,10,1,6,3,74.9,1,3,2,68.8,39.7,2,20,11,3,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,L Hrádecky,Y Regäsel,C Zambrano,D Abraham,M Hasebe,M Stendera,M Russ,S Aigner,M Fabián,S Huszti,A Meier,R Adler,G Sakai,J Djourou,E Spahic,M Ostrzolek,G Jung,L Holtby,N Müller,A Hunt,J Drmic,A Rudnevs
308,2015-16,Hamburg,3,42.1,17,9,7,1,64.7,2,3,3,85.7,49.1,2,15,9,3,0,M'gladbach,2,57.9,11,4,3,4,74.9,2,6,4,61.5,50.9,6,9,15,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,R Adler,G Sakai,J Cléber,E Spahic,M Ostrzolek,G Jung,L Holtby,N Müller,A Hunt,J Drmic,A Rudnevs,Y Sommer,H Nordtveit,A Christensen,M Hinteregger,O Wendt,T Hazard,M Dahoud,G Xhaka,F Johnson,L Stindl,Raffael 
309,2015-16,FC Augsburg,1,30.6,6,1,4,1,77.3,0,2,1,68.2,44.8,7,11,8,0,0,Bay Munich,3,69.4,24,10,8,6,89.6,2,5,0,86.7,55.2,1,9,11,1,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,M Hitz,P Verhaegh,J Hong,R Klavan,P Max,D Kohr,J Gouweleeuw,J Koo,P Trochowski,Caiuby ,R Bobadilla,M Neuer,P Lahm,J Kimmich,D Alaba,J Bernat,A Vidal,A Robben,T Müller,Thiago ,D Costa,R Lewandowski
310,2015-16,B Dortmund,1,70.6,14,7,5,2,88.5,1,10,6,57.9,45.7,1,13,9,1,0,Hannover,0,29.4,5,1,4,0,67.4,0,3,4,78.9,54.3,6,9,13,1,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,R Bürki,L Piszczek,N Subotic,M Hummels,M Schmelzer,I Gündogan,M Ginter,S Kagawa,H Mkhitaryan,M Reus,G Castro,R Zieler,H Sakai,C Gülselam,G Milosevic,M Albornoz,A Hoffmann,K Karaman,S Sané,E Prib,U Bech,A Sobiech
311,2015-16,Darmstadt,1,38.4,12,6,6,0,52.6,0,3,2,90.9,53.4,2,20,11,6,0,Leverkusen,2,61.6,15,3,8,4,69.7,1,6,3,75,46.6,5,16,20,3,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,M Heller,P Niemeyer,J Gondorf,T Kempe,J Rosenthal,S Wagner,B Leno,T Jedvaj,J Tah,Ö Toprak,B Wendell,M Frey,K Kampl,K Bellarabi,A Mehmedi,J Brandt,S Kießling
312,2015-16,Stuttgart,2,49,15,6,5,4,80.6,2,10,2,91.7,53.1,3,12,12,3,0,Hertha,0,51,7,3,3,1,82.8,2,1,7,76.9,46.9,4,12,12,3,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,A Maxim,C Gentner,F Kostic,T Werner,R Jarstein,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,G Haraguchi,P Skjelbred,F Lustenberger,T Cigerci,V Darida,V Ibisevic
313,2015-16,W Bremen,1,48.5,17,10,5,2,74.2,2,6,2,94.1,60,3,13,19,1,0,Hoffenheim,1,51.5,11,4,2,5,72.6,0,2,4,76,40,9,19,12,3,1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,F Wiedwald,T Gebre Selassie,A Gálvez,P Djilobodji,S García,C Fritz,J Vestergaard,F Grillitsch,C Pizarro,F Bartels,A Ujah,O Baumann,E Bicakcic,F Schär,N Süle,K Volland,T Strobl,S Rudy,P Ochs,N Amiri,E Vargas,A Kramaric
314,2015-16,Wolfsburg,2,49.9,9,5,1,3,67.8,1,6,3,88.9,58.5,2,19,17,0,0,Ingolstadt,0,50.1,11,2,5,4,65.8,0,7,2,64.3,41.5,3,17,18,0,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,K Casteels,S Jung,Naldo                            (c),R Knoche,M Schäfer,C Träsch,Luiz Gustavo ,Vieirinha ,J Draxler,D Caligiuri,M Kruse,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,M Christiansen,M Hartmann,D Lezcano,M Leckie
315,2015-16,Cologne,3,43.7,11,7,3,1,81,5,4,4,64.7,70.2,3,16,19,2,0,Frankfurt,1,56.3,14,4,5,5,83,0,8,1,66.7,29.8,4,19,14,6,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,T Horn,D Maroh,M Mavraj,D Heintz,M Risse,Y Gerhardt,J Hector,F Mladenovic,S Zoller,L Bittencourt,A Modeste,L Hrádecky,Y Regäsel,M Russ,D Abraham,B Oczipka,M Hasebe,S Aigner,M Stendera,M Fabián,S Huszti,A Meier
316,2015-16,Mainz,2,42.1,11,4,4,3,73.4,2,5,1,77.8,46.9,1,7,16,3,0,Schalke,1,57.9,14,3,8,3,79.7,0,7,5,86.2,53.1,2,17,6,1,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,L Karius,G Donati,L Balogun,S Bell,G Bussmann,J Baumgartlinger,D Latza,C Clemens,Y Malli,Jairo ,J Córdoba,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,S Kolasinac,J Geis,L Goretzka,L Sané,M Meyer,Y Belhanda,K Huntelaar
317,2015-16,Hamburg,1,55.6,5,4,1,0,79.3,0,4,1,86.7,48,5,17,5,5,0,Cologne,1,44.4,20,6,10,4,76.3,1,10,2,76.9,52,3,5,17,2,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,R Adler,G Sakai,J Djourou,E Spahic,M Ostrzolek,G Kacar,L Holtby,N Müller,A Hunt,J Drmic,P Lasogga,T Horn,D Maroh,M Mavraj,D Heintz,M Risse,Y Gerhardt,J Hector,F Mladenovic,S Zoller,L Bittencourt,A Modeste
318,2015-16,Hoffenheim,0,68.6,12,1,6,5,81.9,0,8,2,78.6,27.7,3,17,14,1,0,Darmstadt,2,31.4,11,5,5,1,56.5,4,7,1,86.4,72.3,1,15,17,3,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,O Baumann,P Kaderábek,E Bicakcic,N Süle,J Toljan,S Rudy,T Strobl,K Volland,J Hamad,J Schmid,A Kramaric,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,M Heller,P Niemeyer,J Gondorf,K Rausch,J Rosenthal,S Wagner
319,2015-16,Frankfurt,2,58.7,17,7,3,7,86.5,2,2,3,80,56.5,5,9,15,1,1,Stuttgart,4,41.3,16,9,5,2,81.8,4,7,3,84.2,43.5,4,15,8,1,1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,L Hrádecky,Y Regäsel,C Zambrano,K Ayhan,B Oczipka,M Stendera,M Russ,S Aigner,M Fabián,S Huszti,A Meier,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,D Didavi,C Gentner,F Kostic,T Werner
320,2015-16,Ingolstadt,2,43.9,24,4,8,12,63.6,2,8,1,76.9,45.3,1,17,22,2,0,FC Augsburg,1,56.1,7,2,3,2,73,0,3,9,70.6,54.7,1,22,16,3,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,M Christiansen,D Lezcano,M Hartmann,M Leckie,M Hitz,P Verhaegh,J Hong,R Klavan,K Stafylidis,J Koo,D Kohr,A Esswein,D Ji,Caiuby ,R Bobadilla
321,2015-16,Hannover,0,55.9,10,2,2,6,68.2,1,3,0,71,52.2,1,20,14,1,0,Mainz,1,44.1,14,2,10,2,66.7,0,4,1,76.9,47.8,2,14,19,2,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,R Zieler,H Sakai,G Milosevic,C Schulz,E Prib,A Hoffmann,H Yamaguchi,U Bech,M Schmiedebach,A Szalai,H Almeida,L Karius,G Donati,L Balogun,S Bell,G Bussmann,J Baumgartlinger,D Latza,C Clemens,Y Malli,Jairo ,Y Muto
322,2015-16,Hertha,0,33.1,10,4,4,2,73.7,1,3,3,75,48.3,2,11,15,0,0,B Dortmund,0,66.9,10,2,6,2,85.7,0,3,3,82.4,51.7,4,16,11,2,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,R Jarstein,M Weiser,S Langkamp,J Brooks,M Plattenhardt,S Kalou,F Lustenberger,J Hegeler,G Haraguchi,V Darida,V Ibisevic,R Bürki,L Piszczek,S Papastathopoulos,M Hummels,M Schmelzer,I Gündogan,J Weigl,G Castro,M Reus,P Aubameyang,H Mkhitaryan
323,2015-16,Schalke,3,40,15,3,6,6,74.4,0,6,3,61.5,42.4,2,15,12,2,0,Wolfsburg,0,60,14,2,7,5,84.8,0,6,0,71.4,57.6,0,14,15,3,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,S Kolasinac,J Geis,L Goretzka,L Sané,M Meyer,M Choupo-Moting,K Huntelaar,D Benaglio,S Jung,Naldo ,R Knoche,R Rodríguez,J Guilavogui,Vieirinha ,M Kruse,J Draxler,D Caligiuri,N Bendtner
324,2015-16,Leverkusen,0,37.3,6,2,2,2,66,0,6,4,82.8,51,1,17,10,0,0,Bay Munich,0,62.7,9,1,4,4,76.8,2,8,2,81.8,49,2,11,17,0,1,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,B Leno,T Jedvaj,J Tah,Ö Toprak,B Wendell,K Bellarabi,C Kramer,K Kampl,H Calhanoglu,J Hernández,S Kießling,M Neuer,P Lahm,J Kimmich,H Badstuber,D Alaba,X Alonso,A Robben,D Costa,A Vidal,K Coman,R Lewandowski
325,2015-16,M'gladbach,5,47.2,17,9,5,3,73.1,3,2,3,64,51,2,14,12,1,0,W Bremen,1,52.8,15,4,7,4,74.1,0,7,3,88.2,49,4,12,14,2,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,Y Sommer,N Elvedi,A Christensen,M Hinteregger,O Wendt,T Hazard,H Nordtveit,M Dahoud,F Johnson,L Stindl,Raffael ,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,L Guwara,L Öztunali,C Fritz,Z Junuzovic,L Kleinheisler,C Pizarro,A Ujah
326,2015-16,Wolfsburg,1,67.8,17,4,9,4,85,3,5,1,88.9,46.2,3,11,11,3,0,Cologne,1,32.2,11,4,5,2,66.7,1,5,2,80.8,53.8,4,11,11,1,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,D Benaglio,S Jung,Naldo ,Dante ,R Rodríguez,Vieirinha ,J Guilavogui,Luiz Gustavo ,J Draxler,M Kruse,A Schürrle,T Horn,M Risse,D Maroh,M Mavraj,F Mladenovic,J Hector,M Lehmann,S Zoller,Y Gerhardt,L Bittencourt,A Modeste
327,2015-16,Bay Munich,2,73.9,30,9,13,8,90.8,3,10,3,90,50,2,11,11,1,0,Hoffenheim,0,26.1,5,2,3,0,69,1,2,2,63.2,50,7,11,10,1,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,M Neuer,P Lahm,J Kimmich,H Badstuber,D Alaba,X Alonso,A Robben,T Müller,D Costa,K Coman,R Lewandowski,O Baumann,P Kaderábek,E Bicakcic,N Süle,J Kim,S Rudy,T Strobl,J Schmid,J Hamad,E Vargas,A Kramaric
328,2015-16,Leverkusen,3,57.5,14,6,8,0,77,2,6,5,85,42.9,2,10,20,0,0,Hannover,0,42.5,7,2,2,3,66.6,0,6,1,82.6,57.1,3,21,8,3,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,B Leno,R Hilbert,J Tah,Ö Toprak,B Wendell,K Bellarabi,C Kramer,K Kampl,H Calhanoglu,J Hernández,S Kießling,R Zieler,H Sakai,Marcelo ,C Gülselam,M Albornoz,A Hoffmann,H Yamaguchi,E Prib,M Schmiedebach,A Szalai,H Almeida
329,2015-16,B Dortmund,2,66.7,11,6,4,1,74.8,3,4,3,64.7,62.1,3,15,18,4,0,Ingolstadt,0,33.3,5,3,2,0,51.6,0,1,2,71.4,37.9,4,18,15,2,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,R Bürki,L Piszczek,S Papastathopoulos,M Hummels,E Durm,M Ginter,J Weigl,G Ramos,S Kagawa,H Mkhitaryan,P Aubameyang,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,M Christiansen,R de Oliveira Bernardo,A Morales,M Hartmann,D Lezcano,M Leckie
330,2015-16,FC Augsburg,0,49,7,2,2,3,72.5,1,4,2,75,48.1,5,18,8,2,0,Frankfurt,0,51,12,5,2,5,73.2,2,2,2,82.4,51.9,2,9,16,2,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,M Hitz,P Verhaegh,J Hong,R Klavan,P Max,D Kohr,D Baier,A Esswein,J Morávek,D Ji,R Bobadilla,L Hrádecky,M Hasebe,C Zambrano,D Abraham,B Oczipka,M Russ,M Stendera,S Aigner,M Fabián,S Huszti,A Meier
331,2015-16,Darmstadt,0,38.1,6,2,4,0,48.1,0,2,1,82.6,52.1,5,13,19,3,0,Schalke,2,61.9,11,7,3,1,69.2,3,9,2,76.9,47.9,2,20,13,2,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,C Mathenia,G Garics,A Sulu,S Rajkovic,L Caldirola,M Heller,P Niemeyer,J Gondorf,K Rausch,J Rosenthal,S Wagner,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,S Kolasinac,J Geis,L Goretzka,L Sané,M Meyer,M Choupo-Moting,K Huntelaar
332,2015-16,W Bremen,3,51,16,6,5,5,77.9,1,6,1,81,55.1,1,19,15,3,0,Hertha,3,49,12,4,4,4,76.5,1,6,1,82.6,44.9,3,16,19,3,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,L Öztunali,C Fritz,Z Junuzovic,F Grillitsch,A Ujah,C Pizarro,R Jarstein,M Weiser,S Langkamp,J Brooks,M Plattenhardt,F Lustenberger,P Skjelbred,G Haraguchi,V Darida,S Kalou,V Ibisevic
333,2015-16,Stuttgart,2,45.7,24,11,8,5,69,3,10,3,64.7,55.6,4,12,14,1,0,Hamburg,1,54.3,12,5,5,2,75.1,3,4,5,45,44.4,8,14,12,3,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,D Didavi,C Gentner,F Kostic,T Werner,R Adler,D Diekmeier,J Djourou,J Cléber,M Ostrzolek,G Kacar,L Holtby,N Müller,A Hunt,I Ilicevic,P Lasogga
334,2015-16,Mainz,1,37,13,2,10,1,70.8,1,8,1,88,64.3,6,13,11,0,0,M'gladbach,0,63,12,7,4,1,80.8,3,4,2,86.7,35.7,1,11,12,2,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,L Karius,D Brosinski,L Balogun,S Bell,G Bussmann,J Baumgartlinger,D Latza,C Clemens,Y Malli,Jairo ,Y Muto,Y Sommer,J Korb,A Christensen,M Hinteregger,O Wendt,H Nordtveit,I Traoré,L Stindl,F Johnson,J Hofmann,Raffael 
335,2015-16,Frankfurt,3,41.6,12,6,4,2,71.7,0,3,3,70,50,8,14,19,2,0,Wolfsburg,2,58.4,18,11,6,1,82.8,4,3,2,83.3,50,3,20,13,0,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,L Hrádecky,M Hasebe,C Zambrano,D Abraham,B Oczipka,S Aigner,M Russ,M Stendera,S Huszti,H Seferovic,A Meier,D Benaglio,Vieirinha ,Naldo ,Dante ,R Rodríguez,D Caligiuri,C Träsch,J Guilavogui,J Draxler,M Kruse,A Schürrle
336,2015-16,Schalke,1,61.9,20,4,11,5,82.5,4,13,2,62.5,50,3,14,13,1,0,W Bremen,3,38.1,17,6,6,5,72.7,2,1,0,81,50,3,13,14,3,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,S Kolasinac,J Geis,L Goretzka,L Sané,M Meyer,M Choupo-Moting,K Huntelaar,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,L Öztunali,C Fritz,P Bargfrede,F Grillitsch,A Ujah,C Pizarro
337,2015-16,Cologne,1,54,15,4,8,3,80.2,4,8,2,81.3,36.7,5,9,12,0,0,Stuttgart,3,46,16,8,4,4,77.4,2,5,4,86.4,63.3,3,13,8,1,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,T Horn,P Olkowski,D Maroh,D Heintz,J Hector,M Lehmann,K Vogt,M Risse,Y Osako,L Bittencourt,A Modeste,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,C Gentner,D Didavi,F Kostic,T Werner
338,2015-16,Ingolstadt,1,37,9,4,2,3,61.5,1,3,2,80,59.1,4,21,16,2,0,Mainz,0,63,7,4,2,1,75.5,1,1,6,88.9,40.9,3,17,20,2,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,A Morales,M Hartmann,E Kachunga,M Leckie,L Karius,D Brosinski,L Balogun,S Bell,G Bussmann,J Baumgartlinger,D Latza,C Clemens,Y Malli,Jairo ,J Córdoba
339,2015-16,Hannover,1,69.5,13,5,7,1,79.7,2,6,3,80,59.4,3,13,21,2,0,Darmstadt,2,30.5,13,5,6,2,53.2,4,4,1,81.8,40.6,4,21,13,5,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,R Zieler,H Sakai,Marcelo ,C Schulz,O Sorg,A Hoffmann,S Sané,E Prib,M Schmiedebach,A Szalai,H Almeida,C Mathenia,G Garics,A Sulu,S Rajkovic,L Caldirola,P Niemeyer,J Gondorf,M Heller,J Rosenthal,K Rausch,S Wagner
340,2015-16,Hertha,0,64.9,12,2,8,2,84.8,0,6,2,100,37.1,5,15,19,2,0,FC Augsburg,0,35.1,12,5,5,2,73.5,1,2,3,81.3,62.9,2,19,14,3,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Jarstein,M Weiser,S Langkamp,J Brooks,M Plattenhardt,F Lustenberger,P Skjelbred,G Haraguchi,V Darida,S Kalou,V Ibisevic,M Hitz,P Verhaegh,J Hong,R Klavan,P Max,D Kohr,D Baier,A Esswein,D Ji,Caiuby ,R Bobadilla
