,year,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
257,2015-16,Cologne,0,23.6,6,2,3,1,65.9,1,0,4,73.2,55.9,2,21,12,1,0,Bay Munich,1,76.4,6,3,3,0,89.7,0,5,2,80,44.1,2,13,21,1,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,T Horn,F Sörensen,D Maroh,M Mavraj,D Heintz,J Hector,M Risse,M Lehmann,Y Gerhardt,L Bittencourt,A Modeste,M Neuer,Rafinha ,J Kimmich,D Alaba,J Bernat,X Alonso,K Coman,S Rode,Thiago ,D Costa,R Lewandowski
258,2015-16,Hamburg,1,61.2,26,11,10,5,73.2,2,10,5,59.1,43.1,6,12,17,3,0,Hoffenheim,3,38.8,14,9,5,0,67.7,0,3,2,55.6,56.9,10,18,10,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,R Adler,G Sakai,J Cléber,E Spahic,M Ostrzolek,A Ekdal,L Holtby,M Gregoritsch,A Hunt,I Ilicevic,A Rudnevs,O Baumann,P Kaderábek,E Bicakcic,N Süle,J Toljan,N Amiri,T Strobl,S Rudy,M Uth,A Kramaric,K Volland
259,2015-16,Hertha,2,54.1,7,2,4,1,78.6,1,3,5,86.7,48.1,1,14,21,2,0,Ingolstadt,1,45.9,9,2,3,4,71.5,1,6,1,59.1,51.9,0,22,14,3,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,R Jarstein,M Weiser,N Stark,J Brooks,M Plattenhardt,P Skjelbred,T Cigerci,G Haraguchi,V Darida,S Kalou,V Ibisevic,R Özcan,D da Costa,R Brégerie,M Matip,R Bauer,M Christiansen,R de Oliveira Bernardo,P Groß,M Leckie,M Hartmann,D Lezcano
260,2015-16,W Bremen,1,45.1,11,3,6,2,69,0,1,2,77.3,44.2,1,7,19,2,0,Mainz,1,54.9,10,2,3,5,75.3,1,5,4,63.6,55.8,2,19,6,2,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,F Grillitsch,L Öztunali,C Fritz,Z Junuzovic,F Bartels,C Pizarro,L Karius,D Brosinski,S Bell,A Hack,G Bussmann,J Baumgartlinger,D Latza,P De Blasis,Y Malli,Jairo ,J Córdoba
261,2015-16,Wolfsburg,1,76.6,19,5,12,2,84,2,8,2,61.5,50,0,14,16,1,0,Darmstadt,1,23.4,11,1,6,4,60.5,2,1,3,50,50,4,16,14,1,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,K Casteels,Vieirinha ,R Knoche,Dante ,M Schäfer,J Guilavogui,Luiz Gustavo                            (c),D Caligiuri,M Arnold,A Schürrle,M Kruse,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,M Heller,P Niemeyer,J Gondorf,K Rausch,M Vrancic,S Wagner
262,2015-16,Frankfurt,1,57,11,5,3,3,68.7,3,13,4,78.9,43.5,3,17,20,1,0,Hannover,0,43,7,3,2,2,62.4,0,3,5,75,56.5,4,20,17,3,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,L Hrádecky,T Chandler,C Zambrano,M Russ,C Djakpa,M Stendera,S Reinartz,S Aigner,S Huszti,A Ben-Hatira,H Seferovic,R Zieler,H Sakai,G Milosevic,C Schulz,O Sorg,K Karaman,H Yamaguchi,C Gülselam,E Prib,H Almeida,H Kiyotake
263,2015-16,Schalke,2,36.7,6,3,2,1,76,0,2,1,65.2,58.6,7,11,9,1,0,M'gladbach,1,63.3,22,8,8,6,85.2,2,5,3,72.4,41.4,3,10,11,0,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,R Fährmann,S Riether,J Matip,R Neustädter,L Goretzka,P Højbjerg,M Meyer,S Kolasinac,A Schöpf,L Sané,F Di Santo,Y Sommer,H Nordtveit,A Christensen,M Hinteregger,N Elvedi,M Dahoud,G Xhaka,F Johnson,L Stindl,T Hazard,Raffael 
264,2015-16,Leverkusen,1,44.4,14,4,8,2,60.7,1,5,3,71.4,54.5,5,18,17,4,1,Hamburg,0,55.6,10,5,3,2,62.3,0,7,1,70,45.5,4,17,18,2,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,B Leno,T Jedvaj,J Tah,Ö Toprak,B Wendell,K Papadopoulos,M Frey,K Bellarabi,H Calhanoglu,J Brandt,J Hernández,R Adler,G Sakai,J Djourou,J Cléber,M Ostrzolek,A Ekdal,L Holtby,N Müller,A Hunt,I Ilicevic,A Rudnevs
265,2015-16,B Dortmund,2,65.6,22,10,4,8,83.5,6,8,3,93.3,59.5,0,8,14,0,0,Mainz,0,34.4,4,0,3,1,74,0,2,3,76,40.5,8,14,8,0,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,R Bürki,E Durm,S Papastathopoulos,M Hummels,M Schmelzer,S Kagawa,N Sahin,G Castro,H Mkhitaryan,P Aubameyang,M Reus,L Karius,D Brosinski,L Balogun,S Bell,G Bussmann,J Baumgartlinger,F Frei,C Clemens,Y Malli,Jairo ,J Córdoba
266,2015-16,Ingolstadt,3,45.4,22,8,9,5,60.3,1,3,1,80,53.6,3,13,19,2,0,Stuttgart,3,54.6,16,6,6,4,63,2,7,1,68.4,46.4,5,20,13,3,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,M Christiansen,R de Oliveira Bernardo,A Cohen,M Hartmann,D Lezcano,M Leckie,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,D Didavi,C Gentner,F Kostic,T Werner
267,2015-16,Hannover,0,60.1,17,2,9,6,83.2,1,9,1,85.7,49,3,17,11,1,0,Cologne,2,39.9,12,5,3,4,75.3,1,1,0,85.7,51,2,11,16,1,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,R Zieler,H Sakai,G Milosevic,C Schulz,O Sorg,M Schmiedebach,S Sané,K Karaman,H Kiyotake,I Fossum,A Szalai,T Horn,F Sörensen,M Mavraj,D Heintz,J Hector,M Risse,M Lehmann,K Vogt,Y Gerhardt,L Bittencourt,A Modeste
268,2015-16,Hoffenheim,1,34.8,11,2,5,4,71.4,1,3,1,65,41.7,9,8,14,1,0,Wolfsburg,0,65.2,15,9,3,3,86.6,0,5,4,81.3,58.3,1,18,7,1,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,O Baumann,P Kaderábek,E Bicakcic,N Süle,J Toljan,E Vargas,F Schär,N Amiri,M Uth,A Kramaric,K Volland,K Casteels,C Träsch,R Knoche,Dante ,R Rodríguez,J Guilavogui,Luiz Gustavo                            (c),M Arnold,D Caligiuri,M Kruse,A Schürrle
269,2015-16,M'gladbach,3,63.9,16,8,6,2,82.8,2,1,3,80,52.9,0,8,20,1,0,Frankfurt,0,36.1,4,0,4,0,71.6,0,1,2,80,47.1,5,20,8,3,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,Y Sommer,N Elvedi,A Christensen,H Nordtveit,F Johnson,M Dahoud,G Xhaka,M Hinteregger,T Hazard,L Stindl,Raffael ,L Hrádecky,Y Regäsel,D Abraham,M Russ,C Djakpa,S Medojevic,S Reinartz,M Hasebe,H Seferovic,M Fabián,S Aigner
270,2015-16,Darmstadt,2,34.1,11,6,4,1,56.2,1,3,1,76.5,45.5,3,14,17,2,0,FC Augsburg,2,65.9,16,5,8,3,75.9,1,8,2,75,54.5,4,17,11,1,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,T Kempe,P Niemeyer,J Gondorf,M Heller,M Vrancic,S Wagner,M Hitz,M Feulner,J Hong,R Klavan,K Stafylidis,D Kohr,D Baier,A Esswein,J Koo,Caiuby ,A Finnbogason
271,2015-16,Bay Munich,5,82.7,20,13,5,2,91.7,3,11,2,69.2,44,1,8,6,1,0,W Bremen,0,17.3,2,1,1,0,65.8,0,4,3,52.9,56,8,8,8,3,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,M Neuer,P Lahm,J Kimmich,M Benatia,D Alaba,X Alonso,K Coman,M Götze,Thiago ,F Ribéry,T Müller,F Wiedwald,T Gebre Selassie,A Gálvez,J Vestergaard,P Djilobodji,S García,S Yatabaré,M Veljkovic,F Grillitsch,L Öztunali,A Ujah
272,2015-16,Hertha,2,45,16,5,5,6,81.8,2,5,2,81.3,48.5,4,15,14,2,0,Schalke,0,55,15,4,6,5,85.4,2,5,2,52.9,51.5,3,14,14,1,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,R Jarstein,M Weiser,N Stark,J Brooks,M Plattenhardt,P Skjelbred,T Cigerci,G Haraguchi,V Darida,S Kalou,V Ibisevic,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,D Aogo,J Geis,P Højbjerg,A Schöpf,M Meyer,Y Belhanda,K Huntelaar
273,2015-16,Mainz,0,62.4,11,4,5,2,73.5,2,3,3,66.7,47.5,3,17,17,0,1,Darmstadt,0,37.6,15,3,9,3,56.6,1,1,4,66.7,52.5,4,18,17,5,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,L Karius,G Donati,L Balogun,A Hack,G Bussmann,J Baumgartlinger,F Frei,P De Blasis,Y Malli,Jairo ,J Córdoba,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,T Kempe,P Niemeyer,J Gondorf,K Rausch,M Heller,S Wagner
274,2015-16,Hamburg,2,57.8,14,5,7,2,77.1,1,3,3,72.2,54.2,1,12,8,4,0,Hertha,0,42.2,3,1,1,1,69.4,0,2,3,88.9,45.8,3,9,12,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,R Adler,G Sakai,J Cléber,E Spahic,M Ostrzolek,A Ekdal,L Holtby,N Müller,A Hunt,I Ilicevic,A Rudnevs,R Jarstein,P Pekarík,N Stark,J Brooks,M Plattenhardt,M Weiser,P Skjelbred,F Lustenberger,S Kalou,V Darida,V Ibisevic
275,2015-16,Cologne,1,46.7,17,9,8,0,79.1,4,7,1,75,46.3,1,13,15,1,0,Schalke,3,53.3,18,4,10,4,83.7,2,5,0,90,53.7,8,15,13,0,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,T Horn,F Sörensen,D Maroh,D Heintz,J Hector,Y Gerhardt,M Lehmann,M Risse,L Bittencourt,F Mladenovic,A Modeste,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,D Aogo,J Geis,P Højbjerg,A Schöpf,M Meyer,Y Belhanda,K Huntelaar
276,2015-16,Frankfurt,1,64.9,21,3,13,5,70.1,3,8,6,100,46.8,5,20,23,5,0,Ingolstadt,1,35.1,12,6,3,3,50.5,1,2,3,73.7,53.2,2,23,18,4,1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,L Hrádecky,Y Regäsel,C Zambrano,D Abraham,B Oczipka,M Russ,M Hasebe,M Stendera,S Huszti,H Seferovic,M Fabián,R Özcan,R Bauer,M Matip,B Hübner,M Suttner,P Groß,R Brégerie,M Christiansen,M Hartmann,E Kachunga,S Lex
277,2015-16,FC Augsburg,3,43.1,10,5,4,1,69.3,1,0,0,75,56.9,3,10,13,2,1,Leverkusen,3,56.9,20,5,6,9,76.3,0,5,4,93.8,43.1,2,14,9,1,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,M Hitz,P Verhaegh,J Gouweleeuw,J Hong,P Max,D Kohr,D Baier,A Esswein,J Koo,Caiuby ,A Finnbogason,B Leno,S Boenisch,T Jedvaj,A Ramalho,B Wendell,J Brandt,C Kramer,H Calhanoglu,A Mehmedi,K Bellarabi,R Kruse
278,2015-16,Stuttgart,5,36.8,21,11,6,4,75.8,7,11,4,80,53.3,3,17,8,1,0,Hoffenheim,1,63.2,13,4,5,4,85.8,1,1,2,62.5,46.7,6,8,16,2,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,C Gentner,D Didavi,F Kostic,A Kravets,O Baumann,F Schär,N Süle,E Bicakcic,E Polanski,P Kaderábek,J Hamad,N Amiri,J Toljan,M Uth,K Volland
279,2015-16,W Bremen,4,45.9,14,5,7,2,72.3,2,4,2,47.8,55.3,4,16,14,2,0,Hannover,1,54.1,15,5,8,2,74,0,4,1,72.7,44.7,1,14,16,2,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,C Fritz,F Grillitsch,L Öztunali,Z Junuzovic,F Bartels,C Pizarro,R Zieler,H Sakai,G Milosevic,C Schulz,O Sorg,S Sané,C Gülselam,K Karaman,H Yamaguchi,I Fossum,H Kiyotake
280,2015-16,Wolfsburg,2,42.9,12,3,7,2,80.3,1,1,1,76.9,39.1,4,15,12,2,0,M'gladbach,1,57.1,14,5,2,7,84.4,1,3,2,84.6,60.9,1,13,15,3,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,K Casteels,Vieirinha ,R Knoche,Dante ,R Rodríguez,J Guilavogui,Luiz Gustavo                            (c),M Arnold,A Schürrle,J Draxler,M Kruse,Y Sommer,N Elvedi,A Christensen,H Nordtveit,F Johnson,M Dahoud,G Xhaka,M Hinteregger,T Hazard,L Stindl,Raffael 
281,2015-16,B Dortmund,0,37.4,11,3,6,2,76.4,0,2,1,69.2,36,4,10,11,1,0,Bay Munich,0,62.6,17,4,11,2,86.4,1,6,3,85.7,64,3,12,10,1,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,R Bürki,L Piszczek,S Bender,M Hummels,E Durm,J Weigl,I Gündogan,M Schmelzer,H Mkhitaryan,P Aubameyang,M Reus,M Neuer,P Lahm,J Kimmich,D Alaba,J Bernat,X Alonso,A Vidal,A Robben,T Müller,D Costa,R Lewandowski
282,2015-16,Leverkusen,1,63.9,16,6,4,6,80.2,2,9,3,88.9,44.4,0,15,8,1,0,W Bremen,4,36.1,11,4,4,3,60.7,1,6,2,70.6,55.6,6,8,15,1,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,B Leno,R Hilbert,T Jedvaj,A Ramalho,B Wendell,C Kramer,H Calhanoglu,K Bellarabi,J Brandt,A Mehmedi,J Hernández,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,F Grillitsch,L Öztunali,C Fritz,Z Junuzovic,F Bartels,C Pizarro
283,2015-16,Bay Munich,1,78.3,17,6,8,3,88.2,0,11,1,54.5,60.7,1,11,10,1,0,Mainz,2,21.7,5,3,2,0,54.5,1,0,0,83.9,39.3,5,11,9,2,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,M Neuer,Rafinha ,M Benatia,D Alaba,J Bernat,A Vidal,K Coman,A Robben,Thiago ,F Ribéry,R Lewandowski,L Karius,L Balogun,N Bungert,A Hack,G Donati,J Baumgartlinger,F Frei,G Bussmann,C Clemens,Y Malli,Jairo 
284,2015-16,Hertha,2,49.8,11,6,4,1,70.6,1,2,2,87.5,72.7,3,17,14,3,0,Frankfurt,0,50.2,11,3,5,3,72.8,0,3,1,68.8,27.3,4,14,17,2,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,R Jarstein,P Pekarík,N Stark,J Brooks,M Plattenhardt,M Weiser,P Skjelbred,V Darida,G Haraguchi,V Ibisevic,S Kalou,L Hrádecky,M Hasebe,C Zambrano,D Abraham,B Oczipka,M Russ,M Stendera,S Aigner,M Fabián,S Huszti,H Seferovic
285,2015-16,Hoffenheim,2,50.8,14,7,5,2,80.3,3,7,2,70.6,63.6,2,8,15,2,0,FC Augsburg,1,49.2,14,3,7,4,79.8,2,6,1,77.3,36.4,5,15,7,4,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,O Baumann,P Kaderábek,F Schär,N Süle,P Ochs,N Amiri,E Polanski,P Schwegler,M Uth,E Vargas,K Volland,M Hitz,P Verhaegh,J Gouweleeuw,R Klavan,K Stafylidis,J Koo,D Kohr,A Esswein,H Altintop,Caiuby ,A Finnbogason
286,2015-16,M'gladbach,4,57.2,14,6,5,3,80.9,4,2,2,78.9,55.3,3,9,14,1,0,Stuttgart,0,42.8,8,3,3,2,73.8,0,4,1,58.8,44.7,3,14,9,2,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,Y Sommer,N Elvedi,A Christensen,H Nordtveit,F Johnson,M Dahoud,G Xhaka,O Wendt,T Hazard,L Stindl,Raffael ,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,M Harnik,D Didavi,C Gentner,F Kostic,T Werner
287,2015-16,Darmstadt,0,30.6,5,1,4,0,53.6,1,2,3,73.9,61.5,5,12,15,0,0,B Dortmund,2,69.4,13,7,4,2,80.4,5,4,0,90.9,38.5,1,16,11,1,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,M Heller,P Niemeyer,J Gondorf,K Rausch,M Vrancic,S Wagner,R Weidenfeller,M Ginter,N Subotic,M Hummels,E Durm,F Passlack,I Gündogan,J Weigl,G Castro,P Aubameyang,G Ramos
288,2015-16,Schalke,3,65.8,26,9,9,8,82.8,4,8,5,88.2,45.6,2,14,16,2,0,Hamburg,2,34.2,8,4,2,2,61.7,2,6,0,81.3,54.4,6,18,13,0,1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,R Fährmann,Júnior Caicara ,J Matip,R Neustädter,D Aogo,J Geis,P Højbjerg,A Schöpf,M Meyer,Y Belhanda,K Huntelaar,R Adler,G Sakai,J Djourou,E Spahic,M Ostrzolek,G Jung,G Kacar,N Müller,L Holtby,J Drmic,P Lasogga
289,2015-16,Ingolstadt,1,55.2,14,3,8,3,67.9,2,7,0,85.7,47.6,2,13,18,2,0,Cologne,1,44.8,8,3,4,1,62,4,2,4,72.7,52.4,2,19,13,1,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,R Özcan,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,A Cohen,L Hinterseer,D Lezcano,M Leckie,T Horn,F Sörensen,D Maroh,M Mavraj,D Heintz,K Vogt,M Lehmann,M Risse,Y Gerhardt,L Bittencourt,A Modeste
290,2015-16,Hannover,0,36.7,6,2,2,2,86.5,0,1,3,77.8,41.2,6,5,8,2,0,Wolfsburg,4,63.3,23,11,9,3,91.9,4,7,2,88.9,58.8,2,8,5,1,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,R Zieler,H Sakai,S Sané,C Schulz,O Sorg,I Fossum,A Hoffmann,H Yamaguchi,H Kiyotake,K Karaman,M Wolf,K Casteels,C Träsch,R Knoche,Dante ,R Rodríguez,M Arnold,Luiz Gustavo                            (c),J Guilavogui,J Draxler,A Schürrle,M Kruse
291,2015-16,FC Augsburg,2,47.9,24,4,9,11,82.5,3,2,1,69.6,47.2,5,17,8,0,0,M'gladbach,2,52.1,10,7,2,1,83.5,2,5,2,81.3,52.8,2,8,17,0,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,M Hitz,P Verhaegh,J Gouweleeuw,R Klavan,P Max,J Morávek,D Kohr,R Bobadilla,H Altintop,Caiuby ,A Finnbogason,Y Sommer,N Elvedi,A Christensen,H Nordtveit,O Wendt,I Traoré,M Dahoud,G Xhaka,F Johnson,T Hazard,Raffael 
292,2015-16,B Dortmund,3,75.3,26,9,8,9,90.6,3,11,4,73.3,47.6,3,9,9,0,0,Hoffenheim,1,24.7,9,4,2,3,68.3,0,7,1,57.1,52.4,7,10,9,0,1,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,R Bürki,L Piszczek,N Subotic,S Bender,M Schmelzer,J Weigl,N Sahin,H Mkhitaryan,S Kagawa,M Reus,P Aubameyang,O Baumann,F Schär,N Süle,E Bicakcic,P Kaderábek,T Strobl,S Rudy,J Toljan,N Amiri,M Uth,K Volland
293,2015-16,Mainz,3,40.4,14,7,3,4,61.8,3,1,3,79.3,54.5,4,16,16,1,0,Leverkusen,1,59.6,13,5,3,5,71.8,1,12,2,82.6,45.5,3,18,15,1,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,L Karius,G Donati,L Balogun,N Bungert,G Bussmann,J Baumgartlinger,F Frei,P De Blasis,Y Malli,Jairo ,J Córdoba,B Leno,R Hilbert,J Tah,A Ramalho,B Wendell,C Kramer,H Calhanoglu,A Mehmedi,J Brandt,K Bellarabi,J Hernández
294,2015-16,Frankfurt,0,45.6,11,5,5,1,78.1,1,5,6,66.7,46.2,2,13,11,1,0,Schalke,0,54.4,6,2,3,1,78.2,0,3,2,82.4,53.8,5,12,12,2,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,L Hrádecky,M Hasebe,C Zambrano,D Abraham,B Oczipka,M Russ,M Stendera,S Huszti,M Fabián,H Seferovic,A Meier,R Fährmann,S Riether,J Matip,R Neustädter,D Aogo,P Højbjerg,J Geis,Júnior Caicara ,Y Belhanda,S Kolasinac,K Huntelaar
295,2015-16,Hamburg,1,49.2,7,2,3,2,60.2,1,2,2,85.2,37.1,2,17,10,3,0,Ingolstadt,1,50.8,12,3,6,3,60.3,1,5,2,82.4,62.9,1,12,17,5,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,R Adler,G Sakai,J Djourou,E Spahic,M Ostrzolek,G Jung,L Holtby,N Müller,A Hunt,J Drmic,A Rudnevs,Ø Nyland,D da Costa,M Matip,B Hübner,R Bauer,P Groß,R de Oliveira Bernardo,A Cohen,M Leckie,D Lezcano,L Hinterseer
296,2015-16,Stuttgart,1,59.7,22,10,8,4,80.8,4,17,2,73.3,56.8,6,18,11,1,0,Hannover,2,40.3,12,8,2,2,74.4,2,1,2,81.8,43.2,8,11,16,3,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,P Tyton,K Großkreutz,D Schwaab,G Niedermeier,E Insúa,S Dié,L Rupp,A Maxim,C Gentner,F Kostic,T Werner,R Zieler,H Sakai,S Sané,C Schulz,O Sorg,H Yamaguchi,A Hoffmann,K Karaman,I Fossum,M Wolf,H Kiyotake
297,2015-16,W Bremen,2,64.5,16,7,2,7,71.4,2,4,2,83.3,47.7,1,24,23,3,0,Darmstadt,2,35.5,8,3,4,1,50.6,0,2,0,60,52.3,6,23,23,3,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,F Wiedwald,T Gebre Selassie,J Vestergaard,P Djilobodji,S García,F Grillitsch,S Yatabaré,F Bartels,Z Junuzovic,A Ujah,C Pizarro,C Mathenia,F Jungwirth,A Sulu,S Rajkovic,L Caldirola,P Niemeyer,J Gondorf,M Heller,J Rosenthal,K Rausch,S Wagner
298,2015-16,Wolfsburg,0,32.8,12,8,3,1,77,0,1,2,80,60,2,8,8,0,0,Bay Munich,2,67.2,14,5,5,4,89.9,1,7,5,57.1,40,8,10,7,1,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,K Casteels,C Träsch,Naldo                            (c),Dante ,R Rodríguez,M Arnold,Luiz Gustavo ,Vieirinha ,J Draxler,M Schäfer,M Kruse,M Neuer,P Lahm,J Kimmich,D Alaba,J Bernat,X Alonso,A Robben,T Müller,D Costa,K Coman,R Lewandowski
