,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
714,2015-16,"3:00pm, Saturday 13th February 2016.",Carrow Road,"27,101.",Norwich,2,48.4,13,3,7,3,64.4,0,3,3,76.2,46.7,4,16,11,2,0,West Ham,2,51.6,11,6,5,0,73.1,0,3,8,85.7,53.3,1,11,16,2,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,J Ruddy,R Martin,T Klose,S Bassong,R Brady,N Redmond,G O'Neil,J Howson,S Naismith,W Hoolahan,C Jerome,Adrián ,S Byram,J Collins,A Ogbonna,A Cresswell,M Noble,A Song,P Obiang,M Antonio,E Valencia,D Payet
715,2015-16,"3:00pm, Saturday 13th February 2016.",The Liberty Stadium,"20,890.",Swansea ,0,54.4,13,2,8,3,79,1,5,0,72.7,36.6,4,10,12,0,0,So'ton,1,45.6,14,5,4,5,75.6,2,4,2,72.7,63.4,2,12,9,3,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,L Fabianski,A Rangel,F Fernandez,A Williams,N Taylor,A Ayew,J Cork,L Britton,W Routledge,G Sigurdsson,A Paloschi,F Forster,V van Dijk,J Fonte,R Bertrand,S Davis,J Ward-Prowse,J Clasie,O Romeu,M Targett,S Long,G Pellè
716,2015-16,"5:30pm, Saturday 13th February 2016.",Stamford Bridge,"41,622.",Chelsea,5,54.9,14,7,4,3,83.8,4,8,2,57.1,66.7,2,11,16,0,0,Newcastle,1,45.1,10,3,2,5,81.2,0,5,0,78.6,33.3,2,16,11,2,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,T Courtois,B Ivanovic,G Cahill,J Terry,C Azpilicueta,C Fàbregas,N Matic,E Hazard,Willian ,Pedro ,D Costa,R Elliot,D Janmaat,S Taylor,F Coloccini,R Aarons,J Shelvey,C Tiote,M Sissoko,G Wijnaldum,A Townsend,A Mitrovic
717,2015-16,"1:30pm, Sunday 7th February 2016.",Vitality Stadium,"11,357.",B'mouth,0,50.7,17,4,7,6,80.6,0,7,3,81.8,47.4,3,6,8,0,0,Arsenal,2,49.3,10,5,2,3,80.7,1,3,6,89.5,52.6,4,8,5,1,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,A Boruc,A Smith,S Francis,S Cook,C Daniels,A Surman,M Ritchie,D Gosling,H Arter,M Pugh,B Afobe,P Cech,H Bellerin,Gabriel Paulista ,L Koscielny,N Monreal,M Flamini,A Ramsey,A Oxlade-Chamberlain,M Özil,A Sánchez,O Giroud
718,2015-16,"4:00pm, Sunday 7th February 2016.",Stamford Bridge,"41,434.",Chelsea,1,49.3,16,5,6,5,78.9,2,10,1,69.6,52.9,6,6,8,0,0,Man Utd,1,50.7,17,7,6,4,80.5,0,11,1,65,47.1,4,9,6,3,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,T Courtois,B Ivanovic,K Zouma,J Terry,C Azpilicueta,J Obi,N Matic,Willian ,C Fàbregas,Oscar ,D Costa,D De Gea,M Darmian,C Smalling,D Blind,C Borthwick-Jackson,M Fellaini,M Carrick,J Lingard,J Mata,A Martial,W Rooney
719,2015-16,"12:45pm, Saturday 6th February 2016.",Etihad Stadium,"54,693.",Man City,1,65.9,22,4,12,6,85.1,2,11,1,78.6,66.7,4,9,14,2,0,Leicester,3,34.1,14,7,5,2,64.2,4,4,1,92.6,33.3,3,15,9,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,J Hart,P Zabaleta,N Otamendi,M Demichelis,A Kolarov,Fernandinho ,F Delph,D Silva,Y Touré,R Sterling,S Agüero,K Schmeichel,D Simpson,W Morgan,R Huth,C Fuchs,R Mahrez,D Drinkwater,N Kanté,M Albrighton,S Okazaki,J Vardy
720,2015-16,"3:00pm, Saturday 6th February 2016.",Villa Park,"32,472.",A Villa,2,48.3,10,2,5,3,74.1,1,2,1,68.8,53.3,3,10,11,0,0,Norwich,0,51.7,13,5,5,3,74,2,11,5,70,46.7,1,11,10,2,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,M Bunn,M Richards,J Okore,J Lescott,A Cissokho,L Bacuna,I Gueye,A Westwood,C Gil,J Veretout,G Agbonlahor,D Rudd,R Martin,T Klose,S Bassong,R Brady,J Howson,G O'Neil,Y Mulumbu,W Hoolahan,S Naismith,D Mbokani
721,2015-16,"3:00pm, Saturday 6th February 2016.",Anfield,"44,179.",Liverpool,2,71.3,16,5,7,4,83.2,2,7,3,93.8,36.4,0,4,11,1,0,S'land,2,28.7,7,2,4,1,62.1,1,2,2,78.9,63.6,3,12,4,1,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,S Mignolet,N Clyne,D Lovren,M Sakho,A Moreno,J Henderson,E Can,J Allen,J Milner,R Firmino,A Lallana,V Mannone,B Jones,L Koné,J O'Shea,P van Aanholt,J Kirchhoff,D Watmore,L Cattermole,Y M'Vila,W Khazri,J Defoe
722,2015-16,"3:00pm, Saturday 6th February 2016.","St James' Park, Newcastle","50,152.",Newcastle,1,68.9,19,7,5,7,83.8,3,8,1,84.6,47.2,0,12,12,0,0,W Brom,0,31.1,7,0,3,4,60.5,0,4,2,83.3,52.8,6,12,10,3,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,R Elliot,D Janmaat,S Taylor,F Coloccini,R Aarons,J Shelvey,C Tiote,M Sissoko,G Wijnaldum,A Townsend,A Mitrovic,B Foster,C Dawson,G McAuley,J Olsson,J Chester,C Yacob,Sandro ,C Gardner,D Fletcher,J McClean,V Anichebe
723,2015-16,"3:00pm, Saturday 6th February 2016.",Bet365 Stadium,"27,733.",Stoke,0,65.5,12,3,5,4,85.6,0,6,1,69.2,32,3,11,7,1,0,Everton,3,34.5,14,6,3,5,73.3,5,4,1,56,68,3,8,10,0,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,J Butland,G Johnson,P Wollscheid,M Muniesa,E Pieters,G Imbula,G Whelan,X Shaqiri,I Afellay,M Arnautovic,M Diouf,Joel ,S Coleman,P Jagielka,R Funes Mori,B Oviedo,J McCarthy,G Barry,A Lennon,R Barkley,T Cleverley,R Lukaku
724,2015-16,"3:00pm, Saturday 6th February 2016.",The Liberty Stadium,"20,492.",Swansea ,1,58.4,18,3,8,7,80.2,0,9,1,60,44.9,1,11,13,1,0,C Palace,1,41.6,12,2,6,4,71.5,1,5,0,72.7,55.1,2,14,10,2,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,L Fabianski,A Rangel,F Fernandez,A Williams,N Taylor,J Cork,L Britton,A Ayew,G Sigurdsson,A Paloschi,W Routledge,W Hennessey,J Ward,S Dann,D Delaney,P Souaré,J Mutch,M Jedinak,W Zaha,Y Cabaye,C Lee,E Adebayor
725,2015-16,"3:00pm, Saturday 6th February 2016.",White Hart Lane,"35,997.",Tottenham,1,65.9,25,8,9,8,81.8,2,15,2,92.9,44,0,12,9,0,0,Watford,0,34.1,3,0,2,1,64.3,0,1,3,65.2,56,8,9,11,1,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,H Lloris,K Trippier,T Alderweireld,K Wimmer,B Davies,E Dier,M Dembélé,E Lamela,C Eriksen,N Chadli,H Kane,H Gomes,A Nyom,C Cathcart,M Britos,N Aké,M Suarez,B Watson,A Abdi,E Capoue,J Jurado,O Ighalo
726,2015-16,"5:30pm, Saturday 6th February 2016.",St. Mary's Stadium,"29,161.",So'ton,1,35.2,8,2,3,3,76.1,1,4,0,73.7,70,2,17,10,1,1,West Ham,0,64.8,18,2,6,10,87.7,1,5,3,68.4,30,1,10,17,2,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,F Forster,V van Dijk,J Fonte,M Yoshida,C Soares,J Clasie,V Wanyama,R Bertrand,S Mané,G Pellè,S Long,Adrián ,J Tomkins,J Collins,W Reid,A Cresswell,M Noble,A Song,M Antonio,D Payet,V Moses,E Valencia
727,2015-16,"7:45pm, Wednesday 3rd February 2016.",Goodison Park,"36,061.",Everton,3,55.8,18,7,8,3,81,0,3,0,63.3,58.3,3,8,15,1,0,Newcastle,0,44.2,7,3,2,2,75,1,3,1,81,41.7,5,15,7,2,1,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,Joel ,S Coleman,P Jagielka,R Funes Mori,B Oviedo,J McCarthy,G Barry,A Lennon,R Barkley,T Cleverley,R Lukaku,R Elliot,D Janmaat,C Mbemba,F Coloccini,P Dummett,H Saivet,J Shelvey,M Sissoko,G Wijnaldum,A Townsend,Ayoze Pérez 
728,2015-16,"7:45pm, Wednesday 3rd February 2016.",Vicarage Road,"20,910.",Watford,0,45,12,3,2,7,77.5,0,7,0,85,63.3,4,10,13,2,0,Chelsea,0,55,12,4,3,5,82.9,1,7,2,81.8,36.7,3,13,9,1,0,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,H Gomes,J Paredes,S Prödl,C Cathcart,J Holebas,E Capoue,B Watson,V Behrami,J Jurado,T Deeney,O Ighalo,T Courtois,B Ivanovic,K Zouma,J Terry,C Azpilicueta,J Obi,N Matic,Willian ,C Fàbregas,Oscar ,D Costa
729,2015-16,"7:45pm, Tuesday 2nd February 2016.",Emirates Stadium,"60,044.",Arsenal,0,66.7,22,11,6,5,82.1,3,13,0,56.5,68,3,11,17,2,0,So'ton,0,33.3,14,3,4,7,65.3,1,3,2,53.1,32,10,19,11,1,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,P Cech,H Bellerin,Gabriel Paulista ,L Koscielny,N Monreal,M Flamini,A Ramsey,J Campbell,M Özil,A Sánchez,O Giroud,F Forster,C Soares,J Fonte,V van Dijk,R Bertrand,J Ward-Prowse,O Romeu,V Wanyama,S Mané,S Long,D Tadic
730,2015-16,"7:45pm, Tuesday 2nd February 2016.",The King Power Stadium,"32,121.",Leicester,2,36.1,13,6,4,3,63.7,1,3,3,62.5,42.6,1,6,7,0,0,Liverpool,0,63.9,14,1,5,8,77.4,0,12,2,76.7,57.4,4,7,6,1,0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,K Schmeichel,D Simpson,W Morgan,R Huth,C Fuchs,R Mahrez,N Kanté,D Drinkwater,M Albrighton,S Okazaki,J Vardy,S Mignolet,N Clyne,D Lovren,M Sakho,A Moreno,E Can,L Leiva,J Henderson,A Lallana,J Milner,R Firmino
731,2015-16,"7:45pm, Tuesday 2nd February 2016.",Carrow Road,"27,067.",Norwich,0,45.8,11,3,6,2,71.8,0,6,5,64.7,60.6,3,8,9,2,0,Tottenham,3,54.2,17,6,9,2,74.9,2,8,0,70.8,39.4,2,9,8,2,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,D Rudd,Ivo Pinto ,T Klose,S Bassong,M Olsson,J Howson,A Tettey,Y Mulumbu,M Jarvis,S Naismith,D Mbokani,H Lloris,K Walker,T Alderweireld,K Wimmer,D Rose,M Dembélé,E Dier,H Son,C Eriksen,D Alli,H Kane
732,2015-16,"7:45pm, Tuesday 2nd February 2016.",Stadium of Light,"38,852.",S'land,0,49.6,11,3,5,3,70.8,1,8,4,63.6,42.4,1,6,15,1,0,Man City,1,50.4,7,2,3,2,74.9,0,4,2,61.9,57.6,2,15,6,4,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,V Mannone,B Jones,L Koné,J O'Shea,Y Kaboul,P van Aanholt,J Lens,L Cattermole,Y M'Vila,F Borini,J Defoe,J Hart,B Sagna,N Otamendi,M Demichelis,G Clichy,J Navas,Fernandinho ,Y Touré,D Silva,K Iheanacho,S Agüero
733,2015-16,"7:45pm, Tuesday 2nd February 2016.",Upton Park,"34,914.",West Ham,2,68,25,6,16,3,88,2,5,5,75,48.4,2,9,11,3,0,A Villa,0,32,5,2,1,2,69.3,0,5,0,85,51.6,4,11,9,0,1,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,Adrián ,J Tomkins,J Collins,W Reid,A Cresswell,C Kouyaté,A Song,M Noble,M Antonio,E Valencia,D Payet,M Bunn,M Richards,J Okore,J Lescott,A Cissokho,L Bacuna,I Gueye,J Veretout,C Gil,J Ayew,G Agbonlahor
734,2015-16,"8:00pm, Tuesday 2nd February 2016.",Selhurst Park,"24,855.",C Palace,1,50.6,14,3,6,5,75.3,2,5,3,90.9,65.6,2,11,13,3,0,B'mouth,2,49.4,8,4,2,2,74.4,1,3,0,68.8,34.4,2,15,11,4,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,W Hennessey,J Ward,S Dann,D Delaney,P Souaré,M Jedinak,J McArthur,W Zaha,J Puncheon,C Lee,F Campbell,A Boruc,A Smith,S Francis,S Cook,C Daniels,A Surman,M Ritchie,D Gosling,H Arter,M Pugh,B Afobe
735,2015-16,"8:00pm, Tuesday 2nd February 2016.",Old Trafford,"75,234.",Man Utd,3,46.9,15,5,5,5,82.2,3,2,3,71.4,52.6,0,13,13,2,0,Stoke,0,53.1,10,0,7,3,82.5,0,5,1,83.3,47.4,2,13,13,1,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,D De Gea,M Darmian,C Smalling,D Blind,C Borthwick-Jackson,M Fellaini,M Carrick,J Lingard,J Mata,A Martial,W Rooney,J Butland,G Johnson,P Wollscheid,M Muniesa,E Pieters,G Whelan,I Afellay,J Walters,Bojan ,M Arnautovic,P Crouch
736,2015-16,"8:00pm, Tuesday 2nd February 2016.",The Hawthorns,"22,062.",W Brom,1,45.3,17,7,7,3,73.2,2,7,2,57.1,54.9,3,12,13,0,0,Swansea ,1,54.7,18,4,8,6,79.2,1,7,0,80,45.1,5,13,8,0,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,B Foster,C Dawson,G McAuley,J Olsson,J Evans,C Yacob,Sandro ,S Sessegnon,D Fletcher,J McClean,S Rondón,L Fabianski,A Rangel,F Fernandez,A Williams,N Taylor,J Cork,L Britton,S Ki,A Ayew,G Sigurdsson,W Routledge
737,2015-16,"1:30pm, Sunday 24th January 2016.",Goodison Park,"36,908.",Everton,1,59.7,20,2,11,7,82.9,3,7,2,81.3,72.4,3,5,12,0,0,Swansea ,2,40.3,7,5,1,1,77.3,0,1,0,73.3,27.6,2,12,5,3,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,T Howard,B Oviedo,J Stones,R Funes Mori,L Baines,G Barry,M Besic,G Deulofeu,R Barkley,K Mirallas,R Lukaku,L Fabianski,A Rangel,F Fernandez,A Williams,N Taylor,J Cork,L Britton,S Ki,G Sigurdsson,W Routledge,A Ayew
738,2015-16,"4:00pm, Sunday 24th January 2016.",Emirates Stadium,"60,072.",Arsenal,0,46.6,9,1,7,1,82.6,1,6,1,76.5,47.4,4,14,12,1,1,Chelsea,1,53.4,12,6,3,3,86,1,7,7,82.6,52.6,1,13,13,3,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,P Cech,H Bellerin,P Mertesacker,L Koscielny,N Monreal,M Flamini,A Ramsey,J Campbell,M Özil,T Walcott,O Giroud,T Courtois,B Ivanovic,K Zouma,J Terry,C Azpilicueta,J Obi,N Matic,Willian ,C Fàbregas,Oscar ,D Costa
739,2015-16,"12:45pm, Saturday 23rd January 2016.",Carrow Road,"27,108.",Norwich,4,47.9,6,5,0,1,70.3,0,3,1,80,47.5,2,10,12,0,0,Liverpool,5,52.1,13,7,2,4,74.6,1,3,4,68.2,52.5,1,14,10,1,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,D Rudd,Ivo Pinto ,R Martin,S Bassong,R Brady,G Dorrans,J Howson,N Redmond,S Naismith,W Hoolahan,D Mbokani,S Mignolet,N Clyne,K Touré,M Sakho,A Moreno,J Henderson,L Leiva,E Can,J Milner,R Firmino,J Ibe
740,2015-16,"3:00pm, Saturday 23rd January 2016.",Selhurst Park,"24,867.",C Palace,1,36.1,11,3,3,5,66.6,1,3,0,86.4,44.1,8,11,12,2,0,Tottenham,3,63.9,24,11,6,7,81.8,3,10,2,82.4,55.9,3,12,11,2,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,W Hennessey,J Ward,S Dann,D Delaney,P Souaré,W Zaha,Y Cabaye,J Ledley,J Puncheon,J McArthur,C Wickham,H Lloris,K Trippier,T Alderweireld,J Vertonghen,D Rose,M Dembélé,E Dier,H Son,C Eriksen,D Alli,H Kane
741,2015-16,"3:00pm, Saturday 23rd January 2016.",The King Power Stadium,"32,018.",Leicester,3,45.2,15,5,7,3,72.4,3,8,1,68.4,44.9,2,10,13,0,0,Stoke,0,54.8,3,2,0,1,75.7,1,4,0,85,55.1,2,13,9,1,0,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,K Schmeichel,D Simpson,W Morgan,R Huth,C Fuchs,R Mahrez,N Kanté,D Drinkwater,M Albrighton,S Okazaki,J Vardy,J Butland,G Johnson,R Shawcross,P Wollscheid,E Pieters,G Whelan,I Afellay,J Walters,X Shaqiri,M Diouf,Joselu 
742,2015-16,"3:00pm, Saturday 23rd January 2016.",Old Trafford,"75,408.",Man Utd,0,55.4,8,1,5,2,72.4,0,4,2,88.9,35.3,1,11,7,0,0,So'ton,1,44.6,7,2,5,0,65.7,2,4,1,66.7,64.7,1,8,11,0,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,D De Gea,M Darmian,C Smalling,D Blind,J Lingard,M Schneiderlin,M Fellaini,C Borthwick-Jackson,A Herrera,A Martial,W Rooney,F Forster,C Soares,V van Dijk,J Fonte,R Bertrand,V Wanyama,J Clasie,D Tadic,S Mané,M Targett,S Long
743,2015-16,"3:00pm, Saturday 23rd January 2016.",Stadium of Light,"41,367.",S'land,1,42.7,10,5,1,4,71.6,1,3,2,80,53.6,4,5,9,1,0,B'mouth,1,57.3,15,5,7,3,84.6,1,4,1,52.2,46.4,4,9,5,1,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,V Mannone,B Jones,J O'Shea,W Brown,P van Aanholt,L Cattermole,Y M'Vila,A Johnson,J Lens,F Borini,J Defoe,A Boruc,A Smith,S Francis,S Cook,C Daniels,A Surman,J Stanislas,D Gosling,H Arter,M Pugh,B Afobe
744,2015-16,"3:00pm, Saturday 23rd January 2016.",Vicarage Road,"20,611.",Watford,2,51.3,13,5,7,1,75.3,3,2,1,71,62.2,1,10,12,2,0,Newcastle,1,48.7,11,2,8,1,71.9,2,7,1,61.1,37.8,3,12,8,1,0,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,H Gomes,J Paredes,C Cathcart,M Britos,N Aké,V Behrami,E Capoue,B Watson,J Jurado,T Deeney,O Ighalo,R Elliot,J Lascelles,F Coloccini,C Mbemba,D Janmaat,J Shelvey,H Saivet,R Aarons,M Sissoko,G Wijnaldum,A Mitrovic
745,2015-16,"3:00pm, Saturday 23rd January 2016.",The Hawthorns,"26,165.",W Brom,0,39.4,4,0,3,1,67.4,0,3,1,82.4,47.6,4,7,13,0,0,A Villa,0,60.6,15,4,7,4,79.1,1,6,1,90.5,52.4,0,13,7,1,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,B Foster,C Dawson,G McAuley,J Olsson,J Evans,S Sessegnon,C Yacob,D Fletcher,J McClean,C Gardner,S Rondón,M Bunn,M Richards,J Okore,J Lescott,A Cissokho,L Bacuna,I Gueye,A Westwood,C Gil,L Kozak,J Ayew
746,2015-16,"5:30pm, Saturday 23rd January 2016.",Upton Park,"34,977.",West Ham,2,46.7,10,3,5,2,74.1,1,5,1,73.9,40.9,1,11,15,2,0,Man City,2,53.3,16,3,4,9,79.3,0,2,1,87.5,59.1,1,15,11,3,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,Adrián ,C Jenkinson,J Collins,W Reid,A Cresswell,C Kouyaté,A Song,M Noble,M Antonio,E Valencia,D Payet,J Hart,B Sagna,N Otamendi,M Demichelis,G Clichy,Y Touré,F Delph,J Navas,D Silva,K De Bruyne,S Agüero
747,2015-16,"8:00pm, Monday 18th January 2016.",The Liberty Stadium,"20,430.",Swansea ,1,56.7,10,2,4,4,79.8,0,6,5,76.5,36.1,2,8,10,2,0,Watford,0,43.3,12,2,7,3,71.7,0,3,0,71.9,63.9,1,11,6,2,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,L Fabianski,K Naughton,F Fernandez,A Williams,N Taylor,L Britton,J Cork,S Ki,G Sigurdsson,A Ayew,W Routledge,H Gomes,A Nyom,C Cathcart,M Britos,N Aké,E Capoue,V Behrami,B Watson,J Jurado,O Ighalo,T Deeney
748,2015-16,"2:05pm, Sunday 17th January 2016.",Anfield,"43,865.",Liverpool,0,53.3,19,4,10,5,74.5,2,5,3,75,47.1,0,6,14,0,0,Man Utd,1,46.7,7,1,5,1,73.1,0,4,0,53.8,52.9,4,18,6,2,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,S Mignolet,N Clyne,K Touré,M Sakho,A Moreno,J Henderson,L Leiva,E Can,J Milner,R Firmino,A Lallana,D De Gea,A Young,C Smalling,D Blind,M Darmian,M Schneiderlin,M Fellaini,J Lingard,A Herrera,A Martial,W Rooney
749,2015-16,"4:15pm, Sunday 17th January 2016.",Bet365 Stadium,"27,683.",Stoke,0,45,14,6,3,5,76.1,0,6,9,88.9,60,3,16,10,0,0,Arsenal,0,55,8,3,1,4,78,1,6,0,63.6,40,5,10,16,0,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,J Butland,G Johnson,R Shawcross,P Wollscheid,E Pieters,G Whelan,I Afellay,J Walters,Bojan ,M Arnautovic,Joselu ,P Cech,H Bellerin,P Mertesacker,L Koscielny,N Monreal,M Flamini,A Ramsey,J Campbell,A Oxlade-Chamberlain,T Walcott,O Giroud
750,2015-16,"12:45pm, Saturday 16th January 2016.",White Hart Lane,"35,854.",Tottenham,4,66.6,26,11,9,6,83.9,1,11,1,83.3,65.4,1,8,12,0,0,S'land,1,33.4,5,2,2,1,66.5,1,3,3,73.7,34.6,7,13,8,2,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,H Lloris,K Trippier,T Alderweireld,J Vertonghen,D Rose,E Dier,M Dembélé,E Lamela,D Alli,C Eriksen,H Kane,J Pickford,B Jones,J O'Shea,W Brown,P van Aanholt,L Cattermole,Y M'Vila,A Johnson,J Lens,D Graham,J Defoe
751,2015-16,"3:00pm, Saturday 16th January 2016.",Vitality Stadium,"11,065.",B'mouth,3,45.4,15,8,6,1,73.9,3,5,1,63.2,54.5,3,8,13,1,0,Norwich,0,54.6,10,3,3,4,78.9,0,3,4,81,45.5,4,13,8,1,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,A Boruc,A Smith,S Francis,S Cook,C Daniels,A Surman,J Stanislas,D Gosling,H Arter,M Pugh,B Afobe,D Rudd,R Martin,R Bennett,S Bassong,R Brady,V Odjidja-Ofoe,A Tettey,J Howson,M Jarvis,W Hoolahan,D Mbokani
752,2015-16,"3:00pm, Saturday 16th January 2016.",Stamford Bridge,"41,633.",Chelsea,3,54.9,14,7,3,4,86.8,3,6,3,80.8,50,2,12,4,1,0,Everton,3,45.1,9,4,3,2,82,3,4,1,88.9,50,4,5,12,1,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,T Courtois,B Ivanovic,K Zouma,J Terry,C Azpilicueta,N Matic,J Obi,Willian ,C Fàbregas,Pedro ,D Costa,T Howard,B Oviedo,J Stones,P Jagielka,L Baines,G Barry,M Besic,A Lennon,R Barkley,K Mirallas,R Lukaku
