,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
313,2013-14,"7:45pm, Tuesday 11th February 2014.",KCOM Stadium,"23,670.",Hull City,0,37.5,12,4,8,0,63.5,0,2,3,72,38.6,5,6,8,0,0,So'ton,1,62.5,16,7,6,3,77.9,1,2,3,81.5,61.4,4,8,6,3,0,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,S Harper,P McShane,C Davies,A Bruce,M Figueroa,A Elmohamady,J Livermore,T Huddlestone,D Meyler,N Jelavic,S Long,A Boruc,C Chambers,J Fonte,M Yoshida,L Shaw,J Cork,M Schneiderlin,A Lallana,S Davis,J Rodriguez,R Lambert
314,2013-14,"7:45pm, Tuesday 11th February 2014.",Upton Park,"35,153.",West Ham,2,48.2,11,7,4,0,68.1,0,5,2,0,0,0,12,14,1,0,Norwich,0,51.8,10,6,4,0,72.3,0,5,0,0,0,0,16,12,3,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,Adrián ,G Demel,J Collins,J Tomkins,G McCartney,M Noble,M Taylor,M Jarvis,K Nolan,S Downing,C Cole,J Ruddy,R Martin,J Yobo,S Bassong,M Olsson,A Tettey,B Johnson,R Snodgrass,L Fer,N Redmond,G Hooper
315,2013-14,"8:00pm, Tuesday 11th February 2014.",The Hawthorns,"24,327.",W Brom,1,40.1,10,1,9,0,74.4,0,5,1,0,0,0,9,13,3,0,Chelsea,1,59.9,11,4,7,0,84.9,0,8,1,0,0,0,13,9,4,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,B Foster,S Reid,G McAuley,C Dawson,L Ridgewell,J Morrison,C Yacob,C Brunt,M Amalfitano,Thievy ,S Berahino,P Cech,B Ivanovic,G Cahill,D Luiz,C Azpilicueta,Ramires ,N Matic,Willian ,Oscar ,E Hazard,S Eto'o
316,2013-14,"1:30pm, Sunday 9th February 2014.",White Hart Lane,"35,944.",Tottenham,1,45.8,8,2,5,1,78,0,9,0,80,52.2,3,9,11,1,0,Everton,0,54.2,10,3,5,2,82,0,7,4,70.3,47.8,1,13,9,0,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,H Lloris,K Walker,M Dawson,J Vertonghen,D Rose,N Bentaleb,M Dembélé,Paulinho ,A Lennon,E Adebayor,C Eriksen,T Howard,S Coleman,P Jagielka,S Distin,L Baines,J McCarthy,G Barry,K Mirallas,L Osman,S Pienaar,S Naismith
317,2013-14,"4:00pm, Sunday 9th February 2014.",Old Trafford,"74,966.",Man Utd,2,75.4,22,9,13,0,92.1,0,10,5,0,0,0,3,5,0,0,Fulham,2,24.6,5,3,2,0,63,0,1,0,0,0,0,6,3,0,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,D De Gea,Rafael ,C Smalling,N Vidic,P Evra,D Fletcher,M Carrick,J Mata,W Rooney,A Young,R van Persie,M Stekelenburg,S Riether,J Heitinga,D Burn,J Riise,R Tunnicliffe,W Kvist,S Sidwell,K Richardson,L Holtby,M Tankovic
318,2013-14,"12:45pm, Saturday 8th February 2014.",Anfield,"44,701.",Liverpool,5,42.7,21,12,9,0,78.8,0,6,4,0,0,0,14,14,1,0,Arsenal,1,57.3,7,6,1,0,87.1,0,6,0,0,0,0,14,14,2,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,S Mignolet,J Flanagan,M Skrtel,K Touré,A Cissokho,J Henderson,S Gerrard,P Coutinho,L Suárez,D Sturridge,R Sterling,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,M Arteta,J Wilshere,A Oxlade-Chamberlain,M Özil,S Cazorla,O Giroud
319,2013-14,"3:00pm, Saturday 8th February 2014.",Villa Park,"36,261.",A Villa,0,67.8,11,1,10,0,79.2,0,8,2,0,0,0,8,8,0,0,West Ham,2,32.2,5,2,3,0,64.5,0,10,4,0,0,0,8,7,2,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,B Guzan,M Lowton,C Clark,N Baker,R Bertrand,L Bacuna,A Westwood,F Delph,A Weimann,C Benteke,G Agbonlahor,Adrián ,G Demel,J Collins,J Tomkins,G McCartney,M Noble,M Taylor,M Jarvis,K Nolan,S Downing,C Cole
320,2013-14,"3:00pm, Saturday 8th February 2014.",Stamford Bridge,"41,387.",Chelsea,3,59,17,8,9,0,84.3,0,6,2,0,0,0,7,10,0,0,Newcastle,0,41,11,6,5,0,79,0,5,0,0,0,0,10,7,3,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,P Cech,B Ivanovic,G Cahill,D Luiz,C Azpilicueta,N Matic,F Lampard,Willian ,Oscar ,E Hazard,S Eto'o,T Krul,M Debuchy,M Williamson,S Taylor,P Dummett,V Anita,D Santon,H Ben Arfa,M Sissoko,S Ameobi,L de Jong
321,2013-14,"3:00pm, Saturday 8th February 2014.",Selhurst Park,"24,501.",C Palace,3,34,8,6,2,0,62.6,0,4,1,0,0,0,13,13,0,0,W Brom,1,66,11,7,4,0,78.5,0,7,1,0,0,0,13,13,3,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,J Speroni,J Ward,S Dann,D Delaney,J Ledley,J Puncheon,K Dikgacoi,M Jedinak,Y Bolasie,T Ince,M Chamakh,B Foster,B Jones,G McAuley,C Dawson,L Ridgewell,C Yacob,Y Mulumbu,Z Gera,J Morrison,C Brunt,V Anichebe
322,2013-14,"3:00pm, Saturday 8th February 2014.",Carrow Road,"26,832.",Norwich,0,32.4,6,2,4,0,74.8,0,4,2,0,0,0,7,6,2,0,Man City,0,67.6,11,2,9,0,86.8,0,14,1,0,0,0,6,7,1,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,J Ruddy,R Martin,J Yobo,S Bassong,M Olsson,N Redmond,A Tettey,L Fer,B Johnson,A Pilkington,G Hooper,J Hart,P Zabaleta,V Kompany,M Demichelis,G Clichy,J Navas,J Milner,Y Touré,D Silva,S Jovetic,Á Negredo
323,2013-14,"3:00pm, Saturday 8th February 2014.",St. Mary's Stadium,"27,987.",So'ton,2,60.4,12,5,7,0,80.3,0,7,0,0,0,0,7,12,0,0,Stoke,2,39.6,5,4,1,0,72.5,0,4,4,0,0,0,14,7,4,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,A Boruc,N Clyne,J Fonte,M Yoshida,L Shaw,J Cork,M Schneiderlin,A Lallana,S Davis,J Rodriguez,R Lambert,A Begovic,G Cameron,R Shawcross,M Muniesa,E Pieters,G Whelan,C Adam,P Odemwingie,J Walters,O Assaidi,P Crouch
324,2013-14,"3:00pm, Saturday 8th February 2014.",Stadium of Light,"42,810.",S'land,0,43.8,5,3,2,0,78.9,0,2,1,0,0,0,12,16,1,1,Hull City,2,56.2,20,9,11,0,85.5,0,6,3,0,0,0,16,12,3,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,S Ki,L Bridcutt,J Colback,A Johnson,J Altidore,F Borini,S Harper,L Rosenior,P McShane,C Davies,M Figueroa,A Elmohamady,T Huddlestone,J Livermore,D Meyler,S Long,N Jelavic
325,2013-14,"5:30pm, Saturday 8th February 2014.",The Liberty Stadium,"20,402.",Swansea ,3,62,13,6,7,0,87.6,0,5,1,0,0,0,7,7,1,0,Cardiff,0,38,6,1,5,0,75.5,0,1,2,0,0,0,7,7,1,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,M Vorm,A Rangel,Chico ,A Williams,B Davies,J de Guzmán,L Britton,N Dyer,M Emnes,W Routledge,W Bony,D Marshall,F Da Silva,S Caulker,B Turner,D John,C Bellamy,G Medel,B Kim,P Whittingham,W Zaha,K Jones
326,2013-14,"8:00pm, Monday 3rd February 2014.",Etihad Stadium,"47,364.",Man City,0,65.3,19,3,16,0,83.3,0,12,0,0,0,0,11,12,3,0,Chelsea,1,34.7,14,6,8,0,74.9,0,6,4,0,0,0,13,11,3,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,J Hart,P Zabaleta,V Kompany,M Nastasic,A Kolarov,J Navas,M Demichelis,Y Touré,D Silva,E Dzeko,Á Negredo,P Cech,B Ivanovic,G Cahill,J Terry,C Azpilicueta,N Matic,D Luiz,Ramires ,Willian ,E Hazard,S Eto'o
327,2013-14,"1:30pm, Sunday 2nd February 2014.",The Hawthorns,"26,132.",W Brom,1,49.7,12,4,5,3,74.4,0,3,0,81.8,51.5,2,13,15,4,0,Liverpool,1,50.3,12,3,3,6,76.1,1,4,2,65,48.5,3,15,12,2,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,B Foster,B Jones,G McAuley,J Olsson,L Ridgewell,Y Mulumbu,C Yacob,S Berahino,Z Gera,C Brunt,M Vydra,S Mignolet,J Flanagan,M Skrtel,K Touré,A Cissokho,P Coutinho,S Gerrard,J Henderson,R Sterling,L Suárez,D Sturridge
328,2013-14,"4:00pm, Sunday 2nd February 2014.",Emirates Stadium,"60,005.",Arsenal,2,73,10,6,4,0,91.6,0,6,0,0,0,0,9,14,1,0,C Palace,0,27,8,2,6,0,72.5,0,5,3,0,0,0,14,9,2,0,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 1,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,A Oxlade-Chamberlain,M Arteta,S Cazorla,M Özil,L Podolski,O Giroud,J Speroni,J Ward,D Gabbidon,D Delaney,J Parr,J Puncheon,K Dikgacoi,M Jedinak,Y Bolasie,M Chamakh,C Jerome
329,2013-14,"12:45pm, Saturday 1st February 2014.","St James' Park, Newcastle","52,280.",Newcastle,0,51,19,10,9,0,77.2,0,7,2,0,0,0,18,12,2,0,S'land,3,49,13,5,8,0,74.1,0,3,0,0,0,0,13,18,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,T Krul,M Debuchy,M Williamson,S Taylor,D Santon,V Anita,C Tiote,M Sissoko,H Ben Arfa,S Ameobi,S Ameobi,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,L Bridcutt,A Johnson,S Ki,J Colback,F Borini,J Altidore
330,2013-14,"12:45pm, Saturday 1st February 2014.",Upton Park,"31,848.",West Ham,2,35,10,4,6,0,69.4,0,8,0,0,0,0,7,7,1,1,Swansea ,0,65,8,0,8,0,85.3,0,11,2,0,0,0,7,7,0,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,Adrián ,G Demel,J Collins,J Tomkins,G McCartney,M Noble,M Taylor,M Jarvis,K Nolan,S Downing,A Carroll,G Tremmel,D Tiendalli,Chico ,A Williams,B Davies,J de Guzmán,J Amat,N Dyer,J Shelvey,W Routledge,W Bony
331,2013-14,"3:00pm, Saturday 1st February 2014.",Cardiff City Stadium,"26,748.",Cardiff,2,49.3,13,5,8,0,76.2,0,7,2,0,0,0,8,8,1,0,Norwich,1,50.7,15,6,9,0,74.5,0,14,2,0,0,0,9,8,4,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,D Marshall,F Da Silva,S Caulker,B Turner,D John,C Noone,G Medel,C Bellamy,P Whittingham,J Mutch,K Jones,J Ruddy,R Martin,R Bennett,S Bassong,M Olsson,R Snodgrass,A Tettey,B Johnson,J Gutiérrez,J Elmander,G Hooper
332,2013-14,"3:00pm, Saturday 1st February 2014.",Goodison Park,"39,469.",Everton,2,71.3,8,6,2,0,85.2,0,13,9,0,0,0,4,17,1,0,A Villa,1,28.7,3,1,2,0,57.4,0,1,3,0,0,0,18,4,0,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,T Howard,J Stones,P Jagielka,S Distin,L Baines,J McCarthy,G Barry,A McGeady,R Barkley,L Osman,K Mirallas,B Guzan,L Bacuna,R Vlaar,N Baker,C Clark,R Bertrand,A Weimann,A Westwood,F Delph,G Holt,C Benteke
333,2013-14,"3:00pm, Saturday 1st February 2014.",Craven Cottage,"25,700.",Fulham,0,39.1,8,4,4,0,67.2,0,4,5,0,0,0,10,8,0,0,So'ton,3,60.9,13,5,8,0,80.8,0,5,2,0,0,0,9,8,3,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,M Stekelenburg,S Riether,B Hangeland,D Burn,K Richardson,S Parker,W Kvist,S Sidwell,L Holtby,D Bent,D Duff,A Boruc,C Chambers,J Fonte,M Yoshida,L Shaw,V Wanyama,M Schneiderlin,A Lallana,S Davis,J Rodriguez,R Lambert
334,2013-14,"3:00pm, Saturday 1st February 2014.",KCOM Stadium,"24,932.",Hull City,1,38.4,8,4,4,0,63.6,0,4,4,0,0,0,13,9,1,0,Tottenham,1,61.6,11,3,8,0,76.5,0,10,5,0,0,0,9,13,1,0,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,S Harper,L Rosenior,P McShane,C Davies,M Figueroa,A Elmohamady,D Meyler,T Huddlestone,R Brady,N Jelavic,S Long,H Lloris,K Walker,M Dawson,J Vertonghen,D Rose,A Lennon,N Bentaleb,Paulinho ,C Eriksen,E Adebayor,R Soldado
335,2013-14,"3:00pm, Saturday 1st February 2014.",Bet365 Stadium,"26,547.",Stoke,2,37.7,12,4,8,0,66.2,0,7,3,0,0,0,18,7,2,0,Man Utd,1,62.3,11,4,7,0,78.5,0,10,3,0,0,0,7,17,2,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,A Begovic,G Cameron,R Shawcross,M Wilson,E Pieters,C Adam,G Whelan,P Odemwingie,J Walters,M Arnautovic,P Crouch,D De Gea,C Smalling,P Jones,J Evans,P Evra,T Cleverley,M Carrick,J Mata,W Rooney,A Young,R van Persie
336,2013-14,"7:45pm, Wednesday 29th January 2014.",Villa Park,"36,083.",A Villa,4,43.7,8,6,2,0,70.1,0,3,8,0,0,0,14,9,1,0,W Brom,3,56.3,10,4,6,0,79.6,0,3,7,0,0,0,9,13,3,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,B Guzan,M Lowton,R Vlaar,C Clark,R Bertrand,L Bacuna,K El Ahmadi,A Westwood,F Delph,A Weimann,C Benteke,B Foster,S Reid,D Lugano,J Olsson,L Ridgewell,J Morrison,C Yacob,Y Mulumbu,C Brunt,V Anichebe,N Anelka
337,2013-14,"7:45pm, Wednesday 29th January 2014.",Stamford Bridge,"41,376.",Chelsea,0,72.4,25,9,16,0,88.5,0,13,2,0,0,0,12,10,1,0,West Ham,0,27.6,1,1,0,0,64.4,0,3,1,0,0,0,11,12,3,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,P Cech,B Ivanovic,G Cahill,J Terry,C Azpilicueta,Ramires ,J Obi,Willian ,Oscar ,E Hazard,S Eto'o,Adrián ,G Demel,J Collins,J Tomkins,J O'Brien,M Noble,M Taylor,M Diamé,K Nolan,S Downing,A Carroll
338,2013-14,"7:45pm, Wednesday 29th January 2014.",Stadium of Light,"34,745.",S'land,1,47.8,12,6,6,0,81.8,0,3,1,0,0,0,16,14,2,0,Stoke,0,52.2,12,5,7,0,80.6,0,3,0,0,0,0,15,16,2,1,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,S Larsson,J Colback,S Ki,A Johnson,J Altidore,F Borini,A Begovic,G Cameron,R Shawcross,M Wilson,E Pieters,S N'Zonzi,G Whelan,P Odemwingie,C Adam,O Assaidi,P Crouch
339,2013-14,"7:45pm, Wednesday 29th January 2014.",White Hart Lane,"36,071.",Tottenham,1,34.2,3,2,1,0,77.8,0,3,2,0,0,0,11,9,1,1,Man City,5,65.8,21,10,11,0,88.5,0,5,2,0,0,0,10,11,4,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,H Lloris,K Walker,M Dawson,V Chiriches,D Rose,N Bentaleb,M Dembélé,A Lennon,C Eriksen,G Sigurdsson,E Adebayor,J Hart,P Zabaleta,V Kompany,M Demichelis,G Clichy,J Navas,Fernandinho ,Y Touré,D Silva,E Dzeko,S Agüero
340,2013-14,"7:45pm, Tuesday 28th January 2014.",Old Trafford,"75,301.",Man Utd,2,46.2,13,5,8,0,88.8,0,5,4,0,0,0,9,8,0,0,Cardiff,0,53.8,4,1,3,0,88.3,0,5,2,0,0,0,9,8,1,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,D De Gea,Rafael ,C Smalling,J Evans,P Evra,A Valencia,P Jones,R Giggs,A Young,J Mata,R van Persie,D Marshall,K McNaughton,S Caulker,M Hudson,D John,C Noone,P Whittingham,J Mutch,G Medel,C Bellamy,F Campbell
341,2013-14,"7:45pm, Tuesday 28th January 2014.",Carrow Road,"26,762.",Norwich,0,46.2,5,2,3,0,66,0,7,2,0,0,0,13,7,1,1,Newcastle,0,53.8,12,3,9,0,75.5,0,7,3,0,0,0,7,12,2,1,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,J Ruddy,R Martin,R Bennett,S Bassong,M Olsson,R Snodgrass,L Fer,B Johnson,A Pilkington,R van Wolfswinkel,G Hooper,T Krul,M Debuchy,M Williamson,S Taylor,D Santon,V Anita,C Tiote,H Ben Arfa,M Sissoko,S Ameobi,L Remy
342,2013-14,"7:45pm, Tuesday 28th January 2014.",St. Mary's Stadium,"31,284.",So'ton,2,52.6,8,5,3,0,85.2,0,7,2,0,0,0,11,4,1,0,Arsenal,2,47.4,6,4,2,0,80.8,0,5,2,0,0,0,4,11,1,1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 1,A Boruc,C Chambers,J Fonte,M Yoshida,L Shaw,J Cork,M Schneiderlin,J Rodriguez,S Davis,A Lallana,S Gallagher,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,M Flamini,M Arteta,S Gnabry,M Özil,S Cazorla,O Giroud
343,2013-14,"7:45pm, Tuesday 28th January 2014.",The Liberty Stadium,"20,004.",Swansea ,2,61.9,12,6,6,0,87.3,0,5,0,0,0,0,13,10,1,0,Fulham,0,38.1,12,4,8,0,79,0,8,2,0,0,0,10,12,1,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,G Tremmel,A Rangel,Chico ,A Williams,B Davies,L Britton,J de Guzmán,P Hernández,J Shelvey,W Routledge,W Bony,M Stekelenburg,S Riether,B Hangeland,D Burn,K Richardson,S Parker,S Sidwell,A Dejagah,C Dempsey,A Kacaniklic,D Berbatov
344,2013-14,"8:00pm, Tuesday 28th January 2014.",Selhurst Park,"22,519.",C Palace,1,37.5,13,3,10,0,66.9,0,8,1,0,0,0,14,7,4,0,Hull City,0,62.5,11,4,7,0,81.7,0,3,2,0,0,0,8,14,0,1,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,J Speroni,A Mariappa,D Gabbidon,D Delaney,D Moxey,Y Bolasie,J Ward,M Jedinak,J Puncheon,M Chamakh,C Jerome,A McGregor,C Davies,A Bruce,P McShane,A Elmohamady,J Livermore,T Huddlestone,D Meyler,L Rosenior,N Jelavic,S Long
345,2013-14,"8:00pm, Tuesday 28th January 2014.",Anfield,"44,450.",Liverpool,4,39.1,17,9,8,0,78.8,0,5,1,0,0,0,11,13,0,0,Everton,0,60.9,11,4,7,0,84.6,0,8,0,0,0,0,13,11,3,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,S Mignolet,J Flanagan,M Skrtel,K Touré,A Cissokho,P Coutinho,S Gerrard,J Henderson,R Sterling,L Suárez,D Sturridge,T Howard,J Stones,P Jagielka,A Alcaraz,L Baines,J McCarthy,G Barry,K Mirallas,R Barkley,S Pienaar,R Lukaku
346,2013-14,"8:00pm, Monday 20th January 2014.",The Hawthorns,"24,184.",W Brom,1,50.1,11,6,5,0,82.3,0,4,2,0,0,0,16,11,3,0,Everton,1,49.9,10,4,6,0,77.1,0,2,2,0,0,0,12,15,2,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,B Foster,S Reid,D Lugano,J Olsson,L Ridgewell,Z Gera,J Morrison,C Yacob,C Brunt,M Vydra,N Anelka,T Howard,S Coleman,P Jagielka,S Distin,L Baines,J McCarthy,G Barry,B Oviedo,K Mirallas,L Osman,R Lukaku
347,2013-14,"1:30pm, Sunday 19th January 2014.",The Liberty Stadium,"20,769.",Swansea ,1,56.2,12,3,9,0,85,0,8,2,0,0,0,6,8,2,0,Tottenham,3,43.8,8,5,3,0,84.3,0,2,2,0,0,0,9,6,1,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,G Tremmel,A Rangel,Chico ,A Williams,B Davies,J Amat,L Britton,A Pozuelo,J Shelvey,W Routledge,W Bony,H Lloris,K Walker,M Dawson,V Chiriches,D Rose,N Bentaleb,M Dembélé,A Lennon,C Eriksen,N Chadli,E Adebayor
348,2013-14,"4:00pm, Sunday 19th January 2014.",Stamford Bridge,"41,615.",Chelsea,3,43.9,9,6,3,0,77.2,0,5,2,0,0,0,15,19,1,0,Man Utd,1,56.1,7,4,3,0,84.4,0,4,2,0,0,0,21,15,3,1,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,P Cech,B Ivanovic,G Cahill,J Terry,C Azpilicueta,Ramires ,D Luiz,Willian ,Oscar ,E Hazard,S Eto'o,D De Gea,Rafael ,N Vidic,J Evans,P Evra,P Jones,M Carrick,A Valencia,A Januzaj,A Young,D Welbeck
349,2013-14,"12:45pm, Saturday 18th January 2014.",Stadium of Light,"38,115.",S'land,2,36.5,6,5,1,0,68.1,0,4,5,0,0,0,8,8,2,0,So'ton,2,63.5,14,8,6,0,83.5,0,7,1,0,0,0,8,7,0,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,L Cattermole,A Johnson,S Larsson,S Ki,F Borini,J Altidore,A Boruc,C Chambers,J Fonte,D Lovren,L Shaw,S Davis,J Cork,M Schneiderlin,A Lallana,R Lambert,J Rodriguez
350,2013-14,"3:00pm, Saturday 18th January 2014.",Emirates Stadium,"60,000.",Arsenal,2,58.7,15,8,7,0,91.1,0,4,1,0,0,0,5,7,0,0,Fulham,0,41.3,4,2,2,0,85.4,0,4,1,0,0,0,7,5,0,0,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,J Wilshere,M Flamini,S Gnabry,M Özil,S Cazorla,O Giroud,M Stekelenburg,S Riether,B Hangeland,D Burn,K Richardson,S Parker,S Sidwell,A Dejagah,C Dempsey,A Kacaniklic,D Berbatov
351,2013-14,"3:00pm, Saturday 18th January 2014.",Selhurst Park,"24,440.",C Palace,1,43.7,10,6,4,0,71.2,0,4,2,0,0,0,9,13,0,0,Stoke,0,56.3,13,2,11,0,74.7,0,3,2,0,0,0,13,9,2,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,J Speroni,A Mariappa,D Gabbidon,D Delaney,J Parr,J Puncheon,J Ward,M Jedinak,Y Bolasie,A Guedioura,M Chamakh,J Butland,G Cameron,R Shawcross,M Wilson,E Pieters,G Whelan,S N'Zonzi,J Walters,C Adam,O Assaidi,P Crouch
352,2013-14,"3:00pm, Saturday 18th January 2014.",Etihad Stadium,"47,213.",Man City,4,62.2,20,9,11,0,87.3,0,10,3,0,0,0,6,5,2,0,Cardiff,2,37.8,6,6,0,0,81.2,0,7,3,0,0,0,5,6,0,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,J Hart,P Zabaleta,V Kompany,M Demichelis,A Kolarov,J Navas,Y Touré,J García,D Silva,Á Negredo,E Dzeko,D Marshall,K Théophile-Catherine,S Caulker,B Turner,K McNaughton,G Medel,C Noone,A Gunnarsson,J Mutch,P Whittingham,F Campbell
